protein,_pdbx_database_status.recvd_initial_deposition_date ,_entity_src_gen.pdbx_gene_src_scientific_name ,_entity_src_gen.pdbx_gene_src_ncbi_taxonomy_id ,_entity_src_gen.pdbx_host_org_scientific_name ,_entity_src_gen.pdbx_host_org_ncbi_taxonomy_id ,_exptl_crystal.density_Matthews ,_exptl_crystal.density_percent_sol ,_exptl_crystal_grow.pH ,_exptl_crystal_grow.temp ,_diffrn.ambient_temp ,_diffrn_detector.pdbx_collection_date ,_diffrn_radiation_wavelength.wavelength ,_reflns.d_resolution_high ,_reflns.d_resolution_low ,_reflns.pdbx_redundancy ,_refine.ls_d_res_high ,_refine.ls_d_res_low ,_refine.ls_R_factor_obs ,_refine.ls_R_factor_R_free ,_refine.ls_R_factor_R_work ,_refine.pdbx_ls_cross_valid_method ,_refine.pdbx_method_to_determine_struct ,_refine.pdbx_solvent_vdw_probe_radii ,_refine.pdbx_solvent_shrinkage_radii ,_refine_hist.d_res_high ,_refine_hist.d_res_low ,_refine_hist.pdbx_number_atoms_protein ,_refine_hist.pdbx_number_atoms_ligand ,_refine_hist.number_atoms_solvent 
3zoj,2013-02-21,'KOMAGATAELLA PASTORIS',4922,'KOMAGATAELLA PASTORIS',4922,2.77,55.6,8.0,,100,2010-06-16,0.6500,0.88,64.00,13.8,0.88,60.15,0.10329,0.10739,0.10325,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,0.88,60.15,2001,63,212
2bmo,2005-03-15,,,,,2.06,39.70,,,100.0,2003-09-14,0.99989,1.200,52.000,6.500,1.20,52.00,0.156,0.172,0.156,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.20,52.00,5049,75,734
3dsm,2008-07-13,'BACTEROIDES UNIFORMIS',411479,'ESCHERICHIA COLI',562,2.09,41.27,7,291,100,2008-07-10,0.97909,1.9,30,3.9,1.90,19.47,0.168,0.202,0.168,THROUGHOUT,SAD,,,1.90,19.47,2685,1,384
4n02,2013-09-30,,,,,3.21,61.67,,,100,,0.911,1.400,32.000,,1.40,32.00,0.140,0.159,0.139,,'MOLECULAR REPLACEMENT',1.20,0.98,1.40,32.00,2616,46,369
5nhx,2017-03-22,'KLEBSIELLA PNEUMONIAE',573,'ESCHERICHIA COLI BL21(DE3)',469008,3.06,59.84,5.0,285,100,2013-10-04,0.979470,1.950,39.781,7.714,1.9500,39.7810,0.1782,0.1939,0.1765,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.1100,0.9000,1.9500,39.7810,955,13,148
5iqn,2016-03-11,'ESCHERICHIA COLI K-12',83333,'ESCHERICHIA COLI',562,2.34,47.38,,293,100,2013-03-01,,0.96,50.0,5.6,1.000,25.384,0.1193,0.1460,0.1180,THROUGHOUT,'MOLECULAR REPLACEMENT',1.11,0.90,1.000,25.384,2098,6,486
4kbx,2013-04-24,'ESCHERICHIA COLI',83333,'ESCHERICHIA COLI',562,2.40,48.80,7.5,293.0,100,2013-04-18,0.979,1.599,33.460,,1.599,33.460,0.1734,0.1979,0.1726,,SAD,1.11,0.90,1.599,33.460,3011,24,230
3kgy,2009-10-29,'CHLOROFLEXUS AURANTIACUS J-10-FL',324602,'ESCHERICHIA COLI',562,2.10,41.38,9.0,277,100,2009-07-08,,1.50,29.709,3.600,1.500,29.709,0.150,0.174,0.149,THROUGHOUT,MAD,1.200,0.800,1.500,29.709,3470,170,566
2zon,2008-05-27,,,,,2.27,45.74,6.4,277,100,2007-06-30,0.9,1.7,43.8,,1.70,8.00,0.16548,0.19542,0.16217,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.70,8.00,8242,49,1073
2wo1,2009-07-21,'HOMO SAPIENS',9606,'HOMO SAPIENS',9606,2.2,45.1,8.5,,100,2005-12-04,0.977,1.85,25.00,3.7,1.85,23.75,0.18921,0.23379,0.18682,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.85,23.75,2890,20,297
2xha,2010-06-11,'THERMOTOGA MARITIMA',2336,'ESCHERICHIA COLI',469008,2.77,56,8.8,,100,,,1.90,50.00,3.8,1.906,29.113,0.1835,0.2299,0.1810,,SAD,1.11,0.90,1.906,29.113,3108,28,209
4ppr,2014-02-27,'MYCOBACTERIUM TUBERCULOSIS',83332,'ESCHERICHIA COLI',562,2.10,41.30,7.23,291,100,2011-08-22,1.1158,2.00,47.5,14.0,2.000,47.5,0.1856,0.2102,0.1844,,'MOLECULAR REPLACEMENT',1.11,0.90,2.000,47.5,2200,26,144
3cqv,2008-04-03,'HOMO SAPIENS',,'ESCHERICHIA COLI',,2.69,54.29,7.6,297,100,2008-03-22,0.9794,1.90,50.0,9.3,1.90,40.56,0.19899,0.23541,0.19704,THROUGHOUT,SAD,1.40,0.80,1.90,40.56,1571,43,157
1rmg,1997-02-26,'ASPERGILLUS ACULEATUS',5053,'ASPERGILLUS ORYZAE',5062,2.7,54.,3.5,,298,1995-07,1.5418,2.0,30.0,5.6,2.0,30.0,0.174,0.214,0.174,FREE-R,SIRAS,,,2.0,30.0,3101,298,177
5v86,2017-03-21,,,,,2.19,43.85,,277,100,2015-05-29,1.00017,1.370,50.000,3.200,1.3740,25.1820,0.1574,0.1951,0.1554,'FREE R-VALUE',,1.1100,0.9000,1.3740,25.1820,2903,29,581
3me7,2010-03-31,'AQUIFEX AEOLICUS',63363,'ESCHERICHIA COLI',562,2.21,44.41,8.5,298,100,2010-03-26,0.9791,1.500,50.000,6.400,1.500,18.830,0.183,0.219,0.182,THROUGHOUT,SAD,1.400,0.800,1.500,18.830,2632,10,365
5gnf,2016-07-20,'PSEUDOMONAS PHAGE JBD5',1223261,'ESCHERICHIA COLI',562,2.10,41.57,6.0,289,100,2016-03-12,0.97853,1.5,50,15.4,1.500,42.472,0.1711,0.1919,0.1700,'FREE R-VALUE',SAD,1.11,0.90,1.500,42.472,2181,3,319
5c68,2015-06-22,,471852,'ESCHERICHIA COLI',562,1.96,37.36,,293,100,2012-11-25,1.0088,1.46,50.00,25.3,1.4618,34.390,0.1885,0.2133,0.1872,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.4618,34.390,809,2,75
5ia7,2016-02-21,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.32,46.88,,293.15,,,1.00800,2.0,64.45,5.4,2.00,42.58,0.19968,0.22961,0.19810,THROUGHOUT,'MOLECULAR REPLACEMENT',1.30,0.80,2.00,42.58,1160,0,61
2d58,2005-10-31,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,1.94,36.66,7.3,300,100,2004-06-28,1.0,1.9,31.24,,1.90,31.24,0.195,0.249,0.195,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.90,31.24,861,1,107
3tfg,2011-08-15,'NOSTOC SP. PCC 7120',103690,'ESCHERICHIA COLI',562,3.77,67.34,7.0,293,100,2011-03-29,0.977,1.90,50.00,,1.9003,43.531,0.1615,0.1829,0.1603,,'MOLECULAR REPLACEMENT',1.00,0.89,1.9003,43.531,2898,100,262
3lnl,2010-02-02,'STAPHYLOCOCCUS AUREUS SUBSP. AUREUS',158879,'ESCHERICHIA COLI BL21(DE3)',469008,2.56,51.90,8.5,298,100,2004-02-25,0.97920,2.000,33.14,14.500,2.00,33.14,0.15117,0.19053,0.14909,THROUGHOUT,SAD,1.20,0.80,2.00,33.14,5137,42,692
5iu1,2016-03-17,'PHYSCOMITRELLA PATENS SUBSP. PATENS',3218,'ESCHERICHIA COLI BL21(DE3)',469008,2.29,46.27,,290,100,2015-05-16,0.9686,1.70,40.17,3.7,1.70,40.16,0.16279,0.19847,0.16091,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.70,40.16,1699,23,182
1xgk,2004-09-17,'EMERICELLA NIDULANS',162425,'ESCHERICHIA COLI',562,2.3,46,6.5,277,100,2003-03-07,0.9323,1.4,25.0,9.3,1.40,24.38,0.193,0.238,0.193,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.40,24.38,2570,20,593
2xbg,2010-04-09,'THERMOSYNECHOCOCCUS ELONGATUS',146786,'ESCHERICHIA COLI',562,2.3,46.5,,,100,2010-01-24,0.9184,1.40,44.87,4.21,1.50,37.838,0.164,0.2164,0.1609,THROUGHOUT,SAD,1.400,,1.50,37.838,2408,0,259
4bh5,2013-03-29,'ESCHERICHIA COLI',83333,'ESCHERICHIA COLI',469008,2.02,39.2,6.9,,100,2010-11-06,0.9334,1.56,46.40,2.89,1.57,46.40,0.17044,0.20724,0.16641,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.57,46.40,3936,40,389
3qh6,2011-01-25,'CHLAMYDIA TRACHOMATIS',471472,'ESCHERICHIA COLI',469008,2.09,41.08,7.0,277,100,2010-01-01,1.0000,1.80,30.00,6.8,1.8000,23.1290,0.1991,0.2273,0.1975,,'MOLECULAR REPLACEMENT',1.0000,0.8900,1.8000,23.1290,1112,13,70
2fr2,2006-01-18,'MYCOBACTERIUM TUBERCULOSIS',83332,'ESCHERICHIA COLI',562,2.52,51.21,8.5,298,100,2005-06-30,1.0,1.5,50,4.2,1.50,40.32,0.18004,0.20172,0.17891,THROUGHOUT,SAD,1.20,0.80,1.50,40.32,1224,0,159
5dfy,2015-08-27,'SYNECHOCYSTIS SP. (STRAIN PCC 6803 / KAZUSA)',1111708,'ESCHERICHIA COLI BL21(DE3)',469008,2.38,48.27,5.6,285,100,2015-03-02,1.00894,1.60,44.51,12.71,1.600,33.629,0.1559,0.1806,0.1546,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.600,33.629,1299,43,219
2x1b,2010-01-06,'SACCHAROMYCES CEREVISIAE',4932,'ESCHERICHIA COLI',562,2.13,42.36,,,100,,1.5418,1.80,20.00,7.4,1.80,46.42,0.18499,0.22565,0.18301,THROUGHOUT,OTHER,1.40,0.80,1.80,46.42,670,5,147
3ocm,2010-08-10,'BORDETELLA PARAPERTUSSIS',519,'ESCHERICHIA COLI',562,3.57,65.51,8.5,277,100,2010-07-28,0.97924,1.80,39,5.6,1.801,38.620,0.1742,0.1974,0.1729,,SAD,1.11,0.90,1.801,38.620,2282,96,318
4nbi,2013-10-23,'PLASMODIUM FALCIPARUM',36329,'ESCHERICHIA COLI',562,1.99,38.32,7.0,293,100.0,2011-08-21,1.5418,1.860,25.000,7.100,1.8600,25.0000,0.1690,0.1925,0.1677,THROUGHOUT,'MOLECULAR REPLACEMENT',1.2000,0.8000,1.8600,25.0000,2593,72,250
5vpu,2017-05-05,'ACINETOBACTER BAUMANNII',470,'ESCHERICHIA COLI',469008,2.36,47.83,6.5,290,100,2017-04-29,0.97856,1.500,41.045,6.142,1.500,41.045,0.1355,0.1640,0.1349,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.500,41.045,3895,49,700
5feb,2015-12-16,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.05,40.13,8.0,277,100,2014-10-09,0.9795,1.17,45.67,14.08,1.350,45.636,0.1738,0.2061,0.1722,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.350,45.636,989,6,119
4c2e,2013-08-17,'BACILLUS SUBTILIS SUBSP. SUBTILIS STR. 168',224308,'ESCHERICHIA COLI',511693,2.71,54.55,,,100,,0.979,1.80,46.28,3.9,1.8,20.0,0.1824,0.1912,0.1824,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.8,20.0,6794,0,985
3zy7,2011-08-17,'MUS MUSCULUS',10090,'ESCHERICHIA COLI',511693,2.2,43.5,5,,100,2011-04-26,0.91840,1.09,23.14,3.6,1.090,23.135,0.1592,0.1806,0.1580,,'MOLECULAR REPLACEMENT',0.90,0.77,1.090,23.135,1842,22,298
2bk9,2005-02-14,'DROSOPHILA MELANOGASTER',7227,'ESCHERICHIA COLI',562,1.44,13.68,10,,100,,0.973,1.20,20.00,4,1.20,28.75,0.102,0.134,0.101,THROUGHOUT,OTHER,1.20,0.80,1.20,28.75,1207,60,339
2iw1,2006-06-23,'ESCHERICHIA COLI',316407,'ESCHERICHIA COLI BL21(DE3)',469008,2.52,51.16,,,120.0,2006-04-11,0.93300,1.500,44.680,4.300,1.50,19.92,0.189,0.219,0.187,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.50,19.92,2937,36,587
1qba,1996-06-06,'SERRATIA MARCESCENS',615,'ESCHERICHIA COLI',562,2.4,44.4,5.6,,277,1994-05-10,1.0,1.85,10.0,5.5,1.85,10.0,0.146,0.196,0.139,R-FREE,'MULTIPLE ISOMORPHOUS REPLACEMENT',,,1.85,10.0,6807,20,771
4v1s,2014-10-02,'BACTEROIDES THETAIOTAOMICRON',226186,'ESCHERICHIA COLI',511693,3.43,64.21,7.0,,100,2010-07-28,0.9763,1.50,46.00,6.7,1.50,87.15,0.15039,0.18040,0.14879,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.50,87.15,5732,30,1116
4pt1,2014-03-10,'LOCUSTA MIGRATORIA',7004,'ESCHERICHIA COLI',562,1.86,33.97,6,277,130,2011-12-06,1,1.65,50,,1.65,30.00,0.18592,0.22906,0.18364,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.65,30.00,1982,26,153
3zvw,2011-07-28,,,,,2.34,46.91,,,100,,0.9798,2.00,34.73,3.6,2.00,34.59,0.18142,0.22712,0.17898,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,2.00,34.59,13394,162,1954
2p9b,2007-03-24,'BIFIDOBACTERIUM LONGUM NCC2705',206672,'ESCHERICHIA COLI BL21(DE3)',469008,2.68,54.17,5.0,298,100,2007-03-22,0.97900,1.7,50.0,7.1,1.70,40.27,0.193,0.212,0.193,THROUGHOUT,SAD,,,1.70,40.27,2988,0,289
4c6e,2013-09-18,'HOMO SAPIENS',9606,'HOMO SAPIENS',9606,2.4,49,5.5,,100,2011-09-01,1.0,1.26,48.76,10.7,1.263,44.448,0.1216,0.1358,0.1209,,'MOLECULAR REPLACEMENT',1.11,0.90,1.263,44.448,2790,37,395
3p6l,2010-10-11,'PARABACTEROIDES DISTASONIS',435591,'ESCHERICHIA COLI',562,2.30,46.54,4.33,277,100,2010-09-16,,1.85,28.638,3.000,1.8500,28.638,0.1889,0.2385,0.1862,THROUGHOUT,MAD,1.4000,0.8000,1.8500,28.638,2112,32,179
1c9o,1999-08-03,,,,,2,48.22,7.5,293,100,1998-05-20,0.9493,1.17,15,4.8,1.17,15.00,0.1240000,0.1790000,0.1240000,'FREE R','AB INITIO',,,1.17,15.00,1104,26,274
1yht,2005-01-10,'AGGREGATIBACTER ACTINOMYCETEMCOMITANS',714,'ESCHERICHIA COLI',562,2,38,5.5,298,,2004-06-01,,2.0,23.76,4.1,2.00,23.76,0.15421,0.21087,0.15116,THROUGHOUT,MAD,1.20,0.80,2.00,23.76,2761,16,243
5wwd,2016-12-31,'ARABIDOPSIS THALIANA',3702,'ESCHERICHIA COLI BL21(DE3)',469008,2.49,50.68,,291.15,100,2015-12-03,0.9785,1.356,41.59,6.3,1.386,39.120,0.1758,0.1774,0.1757,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.386,39.120,2200,35,383
5evf,2015-11-19,'FRANCISELLA NOVICIDA',264,'ESCHERICHIA COLI',562,2.58,52.39,7,293,100,2015-03-22,0.9786,1.76,39.025,11.9,1.762,39.025,0.1687,0.1971,0.1673,THROUGHOUT,SAD,1.11,0.90,1.762,39.025,837,7,94
2qnl,2007-07-18,'CYTOPHAGA HUTCHINSONII ATCC 33406',269798,'ESCHERICHIA COLI',562,2.43,49.31,6.5,277,100,2007-07-02,0.97895,1.50,28.061,11.33,1.500,28.061,0.161,0.185,0.159,THROUGHOUT,SAD,1.200,0.800,1.500,28.061,1281,37,250
3eo7,2008-09-26,'ANABAENA VARIABILIS ATCC 29413',240292,'ESCHERICHIA COLI',562,3.16,61.09,4.5,277,100,2008-07-22,,1.80,30.056,7.3,1.800,30.056,0.138,0.163,0.137,THROUGHOUT,MAD,1.200,0.800,1.800,30.056,3899,92,508
5h4e,2016-10-31,'CLOSTRIDIUM BEIJERINCKII NCIMB 8052',290402,'ESCHERICHIA COLI BL21(DE3)',469008,2.17,43.4,7.5,277,100,2012-01-31,1.54178,1.86,25,7.9,1.863,23.637,0.1640,0.2137,0.1612,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.863,23.637,2969,0,460
5faf,2015-12-11,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.01,38.85,6.0,293,100,2015-07-09,1.008,1.05,42.50,3.5,1.05,42.50,0.13204,0.16816,0.13049,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.05,42.50,884,26,190
2vo9,2008-02-09,'BACTERIOPHAGE A500',40522,'ESCHERICHIA COLI',562,2.2,43.4,7.5,,100,2004-09-24,1.5418,1.80,20.00,3.300,1.80,20.00,0.198,0.244,0.196,THROUGHOUT,SAD,1.40,0.80,1.80,20.00,3459,33,369
3f7c,2008-11-07,'MARINOBACTER AQUAEOLEI VT8',351348,'ESCHERICHIA COLI',562,3.43,64.12,9.5,277,100,2008-10-12,,2.00,29.424,7.400,2.000,29.424,0.173,0.196,0.172,THROUGHOUT,MAD,1.200,0.800,2.000,29.424,1564,14,121
4fkb,2012-06-13,'BACILLUS SP. 42',294830,'ESCHERICHIA COLI',562,2.72,54.85,8,293.15,200,2011-02-07,0.75,1.22,50,,1.22,50.00,0.12894,0.16458,0.12704,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.22,50.00,6102,143,1015
1dqg,2000-01-04,'MUS MUSCULUS',10090,'HOMO SAPIENS',9606,2.59,52.57,6.5,277,,,1.5418,1.7,25.0,8.2,1.7,25.0,0.198,0.208,0.196,,MIRAS,,,1.7,25.0,1085,5,0
2ra9,2007-09-14,'SHEWANELLA BALTICA',325240,'ESCHERICHIA COLI',562,2.59,52.49,5.6,277,100,2007-08-30,,1.40,29.854,4.900,1.400,29.854,0.164,0.196,0.162,THROUGHOUT,MAD,1.200,0.800,1.400,29.854,1018,29,231
5v2i,2017-03-04,'ELIZABETHKINGIA MENINGOSEPTICA',238,'ESCHERICHIA COLI',562,2.23,44.94,5.5,298,100,2012-04-11,0.9,1.83,50.15,3.8,1.83,20.00,0.15770,0.19667,0.15568,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.83,20.00,4186,0,332
3l8e,2009-12-31,'ESCHERICHIA COLI',83333,'ESCHERICHIA COLI',562,2.04,39.83,7.5,298,100,2006-11-17,0.9786,1.640,50.000,6.400,1.640,25.105,0.1737,0.2115,0.1696,,'MOLECULAR REPLACEMENT',1.11,0.90,1.640,25.105,2888,10,378
1yt3,2005-02-09,'ESCHERICHIA COLI',562,'ESCHERICHIA COLI',562,2.1,41.2,7.0,298,100,2003-06-07,0.97904,1.60,26.95,5.6,1.60,26.95,0.1961,0.216,0.196,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.60,26.95,3057,41,492
3otn,2010-09-13,'PARABACTEROIDES DISTASONIS',435591,'ESCHERICHIA COLI',562,2.36,47.83,8.0,293,100,2010-07-23,,1.95,29.370,3.800,1.9500,29.370,0.1460,0.1906,0.1436,THROUGHOUT,MAD,1.4000,0.8000,1.9500,29.370,7591,148,847
4dbb,2012-01-13,,,,,3.25,62.10,7.5,293,100,2010-05-10,.,1.900,50.000,13.600,1.9010,33.0160,0.1980,0.2252,0.1966,THROUGHOUT,SAD,0.9000,0.7700,1.9010,33.0160,1195,29,78
2bu3,2005-06-08,'ANABAENA SP.',1167,'ESCHERICHIA COLI',562,2.21,43.94,3.20,,100.0,2005-04-20,0.976,1.400,29.000,3.600,1.40,29.59,0.174,0.188,0.174,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.40,29.59,3205,34,388
5ofx,2017-07-11,,243265,'ESCHERICHIA COLI BL21(DE3)',469008,2.42,49.22,,291,100,2016-11-07,0.976251,1.75,44.09,6.1,1.750,44.09,0.1766,0.2057,0.1750,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.750,44.09,7264,246,1239
3l41,2009-12-18,'SCHIZOSACCHAROMYCES POMBE',4896,'ESCHERICHIA COLI',469008,2.08,40.83,,295,100,2006-03-12,1.111,1.450,50.000,3.800,1.45,50.00,0.133,0.188,0.131,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.45,50.00,1745,0,430
1vbw,2004-03-03,,,,,1.38,10.48,8.0,293,100,2003-12-14,0.8,0.93,50,4.0,0.93,10,0.114,0.143,0.114,THROUGHOUT,'MOLECULAR REPLACEMENT',,,0.93,10,564,13,140
4jxr,2013-03-28,'SINORHIZOBIUM MELILOTI',266834,'ESCHERICHIA COLI',469008,2.12,42.12,5.0,289,100,2013-03-08,0.9792,1.15,43.77,7.5,1.15,43.77,0.11584,0.13660,0.11472,THROUGHOUT,SAD,1.20,0.80,1.15,43.77,2833,99,699
5jic,2016-04-22,'STAPHYLOCOCCUS AUREUS (STRAIN MW2)',196620,'ESCHERICHIA COLI',469008,2.42,49.20,8.5,289,100,2016-02-26,,1.40,43.0,9.300,1.4000,43.0000,0.1435,0.1740,0.1420,THROUGHOUT,'MOLECULAR REPLACEMENT',1.1000,0.8000,1.4000,43.0000,2077,54,328
5fus,2016-01-29,'BURKHOLDERIA CENOCEPACIA',95486,'ESCHERICHIA COLI',469008,3.4,63.8,,,100,,0.873,1.90,55.69,5.2,1.870,45.424,0.1678,0.1977,0.1662,,'MOLECULAR REPLACEMENT',1.11,0.90,1.870,45.424,6309,124,487
5gmt,2016-07-16,'APLYSIA KURODAI',6501,'ESCHERICHIA COLI',562,1.97,37.6,6.5,293,95,2012-12-13,1.0000,1.77,50.0,2.0,1.770,36.173,0.1589,0.1949,0.1571,'FREE R-VALUE',SAD,1.11,0.90,1.770,36.173,4160,0,418
5xkr,2017-05-09,'MYCOBACTERIUM SMEGMATIS (STRAIN ATCC 700084 / MC(2)155)',246196,'ESCHERICHIA COLI',562,2.55,51.89,,290,100,2016-10-03,0.98,1.380,108.570,3.900,1.38,108.57,0.12885,0.15261,0.12765,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.38,108.57,4782,124,1265
2bsy,2005-05-24,'HUMAN HERPESVIRUS 4',10376,'ESCHERICHIA COLI',469008,1.86,50,8.50,,100.0,2004-04-30,1.07,1.500,40.000,4.500,1.50,46.47,0.150,0.187,0.148,THROUGHOUT,SAD,1.20,0.80,1.50,46.47,1974,40,305
5hfg,2016-01-07,'PSEUDOMONAS AERUGINOSA PAO1',208964,'ESCHERICHIA COLI BL21',511693,1.74,29.24,6.5,287,100,2015-03-13,0.97933,1.82,50,16.8,1.823,19.992,0.1855,0.2246,0.1835,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.823,19.992,1569,0,96
2zkm,2008-03-26,'HOMO SAPIENS',9606,'SPODOPTERA FRUGIPERDA',7108,2.81,56.26,8.5,291,100,2004-10-28,1.0712,1.620,50.000,4.600,1.620,19.450,0.197,0.213,0.196,THROUGHOUT,'MOLECULAR REPLACEMENT',1.200,0.800,1.620,19.450,5704,1,692
2vxn,2008-07-08,'LEISHMANIA MEXICANA',5665,'ESCHERICHIA COLI',511693,2.59,52.55,5,,100,2005-06-01,0.84260,0.82,10.00,5.0,0.82,10.00,0.092,0.103,,THROUGHOUT,'MOLECULAR REPLACEMENT',,,0.82,10.00,1900,53,419
3zxn,2011-08-12,'MOORELLA THERMOACETICA',264732,'ESCHERICHIA COLI',469008,2.66,53.81,7,,100,2011-05-30,0.979,1.90,49.94,3.6,1.900,29.144,0.1942,0.2404,0.1919,,'MOLECULAR REPLACEMENT',1.10,0.83,1.900,29.144,1787,6,169
3fn5,2008-12-23,'STREPTOCOCCUS PYOGENES SEROTYPE M1',301447,'ESCHERICHIA COLI',562,1.82,32.27,6.5,293,100,2007-11-15,0.97,1.50,32.27,3.3,1.50,32.27,0.14808,0.19027,0.14580,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.50,32.27,2536,15,351
5hjf,2016-01-13,'NOSTOC PUNCTIFORME',272131,'ESCHERICHIA COLI BL21',511693,2.61,52.93,7.0,291,100,2014-02-12,0.984002,1.590,48.750,10.200,1.59,48.1070,0.1308,0.1462,0.1301,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.1100,0.9000,1.59,48.1070,5769,0,683
5l77,2016-06-02,'ACIDOBACTERIUM CAPSULATUM',33075,'ESCHERICHIA COLI BL21(DE3)',469008,2.38,48.3,8.0,293,100,2015-01-25,0.97949,1.24,28.88,3.9,1.24,28.88,0.13084,0.16028,0.12933,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.24,28.88,3457,56,483
4k84,2013-04-17,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,1.99,38.18,5.0,293,100,2009-08-08,1.2398,1.900,50.000,6.800,1.897,40.278,0.1647,0.2133,0.1622,,'MOLECULAR REPLACEMENT',1.11,0.90,1.897,40.278,3297,84,439
5lhx,2016-07-13,'DROSOPHILA MELANOGASTER',7227,'ESCHERICHIA COLI B',37762,1.93,36.17,7.5,292,100,2015-11-22,0.9795,1.53,40.641,3.7,1.530,40.641,0.1689,0.2090,0.1668,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.530,40.641,1294,0,35
4z7x,2015-04-08,'ACTINOMYCES ORIS',544580,'ESCHERICHIA COLI',469008,1.97,37.57,9.5,277,100,2014-08-02,0.9792,1.550,38.4,6.300,1.5500,38.4,0.1267,0.1799,0.1239,THROUGHOUT,SAD,1.2000,0.8000,1.5500,38.4,3175,30,451
2qvk,2007-08-08,'CANIS LUPUS FAMILIARIS',9615,'ESCHERICHIA COLI',562,,24.96,4.9,293,,,,1.451,56.08,99.9,1.451,56.08,0.16258,0.19157,0.16105,THROUGHOUT,MAD,1.40,0.80,1.451,56.08,991,0,104
3r9m,2011-03-25,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,6.03,79.59,6.5,291,100,2010-06-06,1.075,1.95,50,,1.950,47.301,0.1494,0.1671,0.1489,,'MOLECULAR REPLACEMENT',1.30,1.06,1.950,47.301,2992,65,452
1uwc,2004-02-03,'ASPERGILLUS NIGER',5061,'ASPERGILLUS ORYZAE',5062,1.8,32,4.50,,100.0,,0.87,1.080,25.000,2.900,1.08,74.54,0.116,0.13802,0.11511,THROUGHOUT,'DIRECT METHODS',,,1.08,74.54,3996,80,713
5jrz,2016-05-06,'ZIKA VIRUS',64320,'ESCHERICHIA COLI',562,2.20,44.02,7.5,277,100,2016-04-26,0.97981,1.620,50.000,4.000,1.620,35.446,0.1620,0.1931,0.1605,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.620,35.446,3422,33,552
3e4v,2008-08-12,'METHYLOBACILLUS FLAGELLATUS KT',265072,'ESCHERICHIA COLI',562,1.92,35.85,4.5,277,100,2008-06-28,.,1.40,29.683,,1.400,29.683,0.121,0.151,0.119,THROUGHOUT,SAD,1.200,0.800,1.400,29.683,2791,99,373
5uuo,2017-02-17,,279238,'ESCHERICHIA COLI',562,3.09,60.22,7.5,293,100,2016-06-30,0.7749,1.25,29.36,13.5,1.250,29.810,0.1303,0.1323,0.1303,'FREE R-VALUE',,1.11,0.90,1.250,29.810,4497,172,762
4kty,2013-05-21,'HOMO SAPIENS',9606,'SPODOPTERA FRUGIPERDA',7108,2.66,53.70,6.5,291,100,2012-04-25,0.91841,1.98,50.00,2.2,1.98,20.795,0.1710,0.2064,0.1691,R-FREE,'MOLECULAR REPLACEMENT',1.30,1.00,1.98,20.795,10991,65,920
